,id,budget,popularity,runtime,revenue,has_collection,log_revenue,release_year,director_success,producer_success,actor1_success,actor2_success,log_budget,Drama,Adventure,Fantasy,Western,Thriller,Animation,Action,Mystery,Foreign,Science Fiction,Documentary,Family,adjusted_budget
47,48,44000000,20.328822,167.0,155760117,0,18.863827676603687,2015,124620101.22222222,154418446.25,86545601.22222222,32339217.818181816,17.599700214609808,1,0,0,1,0,0,0,1,0,0,0,0,44000000.0
48,49,0,8.984386,94.0,653951,0,13.390789233250414,2017,5284309.0,0.0,39314123.125,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
49,50,38000000,8.105708,118.0,120000000,1,18.603002309079653,1994,0.0,33656413.0,33656413.0,33656413.0,17.453096744006448,0,1,0,0,1,0,1,0,0,1,0,0,38000000.0
50,51,560000,1.572904,102.0,1500000,0,14.220976332738882,2008,0.0,0.0,0.0,0.0,13.235693848424024,1,0,0,0,0,0,0,0,0,0,0,0,560000.0
51,52,12000000,4.473326999999999,160.0,25333333,0,17.047631635898284,1965,10015447.0,10878107.0,0.0,15400000.0,16.300417291085605,0,1,0,0,0,0,0,0,0,0,0,0,12000000.0
52,53,0,1.012665,97.0,11000000,0,16.213405921671733,1980,0.0,0.0,81600000.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,480672.0999999994
53,54,0,5.410839,98.0,17514553,0,16.67854275040142,1988,54267329.2,0.0,18905488.333333332,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,480672.0999999994
54,55,20000000,8.759801,107.0,46069568,0,17.64566318153949,2016,127354721.0,5235084.0,0.0,60965854.0,16.811242881518265,0,0,0,0,0,0,1,0,0,0,0,0,20000000.0
55,56,0,9.122717999999999,95.0,36448200,0,17.411402659919723,1993,5553631.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
56,57,0,2.94798,97.0,1056938,0,13.870887552685641,2009,0.0,0.0,0.0,42349441.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
57,58,125000000,17.038823999999998,125.0,238207122,1,19.28865111788086,1997,55585424.375,0.0,184100321.66666666,78317806.0,18.643824303266577,0,0,1,0,0,0,1,0,0,0,0,0,125000000.0
58,59,0,1.8824459999999998,95.0,119563,0,11.691607071843588,2008,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
59,60,14000000,3.909079,95.0,25482931,0,17.05351945269176,2002,0.0,0.0,34964270.14285714,0.0,16.454567959008102,0,1,0,0,0,0,1,0,0,0,0,0,14000000.0
60,61,150000000,23.065078,144.0,599045960,1,20.21084888268541,2006,240136620.25,369752154.5,260227479.2,148696859.5,18.826145858727198,0,1,0,0,1,0,1,0,0,0,0,0,150000000.0
61,62,4000000,1.8010709999999999,105.0,14400000,0,16.48273883399067,1956,596349.0,0.0,0.0,0.0,15.201805169084134,1,0,0,0,0,0,0,0,0,0,0,0,4000000.0
62,63,0,6.3816120000000005,124.0,25232289,0,17.043635081460696,1998,0.0,106763426.5,68927229.27272727,9417624.4,0.0,1,0,1,0,1,0,0,0,0,0,0,0,480672.0999999994
63,64,5000000,7.743144,100.0,14000000,1,16.454567959008102,1989,0.0,0.0,0.0,0.0,15.424948670398354,0,0,0,0,1,0,0,0,0,0,0,0,5000000.0
64,65,12000000,11.160699000000001,115.0,17654912,0,16.686524659549985,2013,53872503.5,9128263.0,27583500.5,6110000.0,16.300417291085605,1,1,0,0,0,0,0,0,0,0,0,0,12000000.0
65,66,1500000,8.822275999999999,92.0,11806119,1,16.28412859905434,1988,0.0,14244426.666666666,0.0,0.0,14.220976332738882,0,0,0,0,0,0,1,0,0,0,0,0,1500000.0
66,67,12000000,5.145185,108.0,204940,0,12.230477411818724,2010,0.0,0.0,138383706.06666666,41097492.0,16.300417291085605,0,0,0,0,0,0,0,0,0,0,0,0,12000000.0
67,68,0,6.303552,133.0,154120,0,11.945493287169603,2013,0.0,0.0,0.0,208000000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
68,69,2000000,14.284787,129.0,13129846,0,16.390398593507353,1962,0.0,0.0,11891400.0,0.0,14.508658238524095,1,0,0,0,0,0,0,0,0,0,0,0,2000000.0
69,70,85000000,2.238808,104.0,158468292,1,18.88106508710607,2006,0.0,180386704.26666668,0.0,0.0,18.258161826219297,1,0,0,0,1,0,1,0,0,0,0,0,85000000.0
70,71,29000000,12.092096000000002,103.0,21126225,0,16.866025765026475,2005,0.0,205674462.0,60036288.5,75903429.33333333,17.182806422433504,1,0,1,0,1,0,0,1,0,0,0,0,29000000.0
71,72,0,7.667491,126.0,16756372,0,16.63428922148404,2004,5596708.0,0.0,18955461.666666668,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
72,73,11000000,8.290384,85.0,8266343,0,15.927702889447257,1990,6000000.0,0.0,21890839.0,0.0,16.213405921671733,0,0,0,0,0,0,0,0,0,0,0,0,11000000.0
73,74,0,0.9195559999999999,90.0,17393,0,9.76388059814971,2004,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,480672.0999999994
74,75,445000,2.482536,84.0,2300000,0,14.648420115681892,1976,0.0,0.0,0.0,624026776.0,13.005831808336863,1,0,0,0,0,0,0,0,0,0,0,0,445000.0
75,76,17000000,9.665251,106.0,24922237,1,17.03127105523471,2011,11293663.0,109972979.5,0.0,105604847.94736843,16.648723960844016,0,0,0,0,0,0,0,0,0,0,0,0,17000000.0
76,77,500000,0.660663,157.0,500000,0,13.122365377402328,2000,0.0,0.0,4200000.0,0.0,13.122365377402328,1,0,0,0,0,0,0,0,1,0,0,0,500000.0
77,78,6000000,10.451986,98.0,39846344,1,17.500541240048012,1980,0.0,0.0,0.0,0.0,15.607270193858982,0,0,0,0,0,0,0,0,0,0,0,0,6000000.0
78,79,0,2.6333990000000003,122.0,35610100,0,17.388139891531882,1981,45000000.0,66132626.0,42671029.833333336,18196170.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,480672.0999999994
79,80,1500000,6.636625,102.0,779820,0,13.566819685150076,2016,24270863.25,26751302.666666668,0.0,1519796.0,14.220976332738882,0,0,0,0,1,0,0,0,0,0,0,0,1500000.0
80,81,15000000,4.9840800000000005,118.0,9237470,0,16.038778704856128,2002,19613286.5,283577151.0,40528889.75,0.0,16.52356082573315,1,0,0,0,1,0,1,0,0,0,0,0,15000000.0
81,82,10284523,4.3490459999999995,104.0,11588205,0,16.26549841472407,2005,14961282.0,132675402.0,43856094.333333336,53940025.333333336,16.14615079900646,1,0,0,0,0,0,0,0,0,0,0,0,10284523.0
82,83,43000000,10.947957,104.0,91974818,0,18.337025391027108,2005,28939434.0,0.0,56595025.0,4059673.0,17.57671069691365,1,0,0,0,1,0,0,1,0,0,0,0,43000000.0
83,84,28000000,7.482864999999999,116.0,40400657,1,17.51435662992746,1984,17374595.0,0.0,173492558.66666666,0.0,17.147715103853763,0,0,0,0,1,0,0,0,0,1,0,0,28000000.0
84,85,2000000,10.239941,85.0,13101672,0,16.388250489940827,2011,0.0,54667954.0,1288597.0,0.0,14.508658238524095,0,0,0,0,0,0,0,1,0,0,0,0,2000000.0
85,86,50000000,7.260574,109.0,152022101,0,18.839536476134583,1995,26604090.0,229622678.5,0.0,0.0,17.72753358339242,1,1,0,0,1,0,1,1,0,1,0,0,50000000.0
86,87,8000000,9.741644,105.0,106260000,0,18.48139948839795,1979,0.0,0.0,42372931.333333336,0.0,15.894952224644102,1,0,0,0,0,0,0,0,0,0,0,0,8000000.0
87,88,7500000,12.314278,91.0,32392047,0,17.293423518540404,1995,0.0,0.0,18473629.6,0.0,15.830413711839864,0,0,0,0,1,0,1,0,0,0,0,0,7500000.0
88,89,20000000,13.655178,126.0,13162475,0,16.392880612060882,2017,29036686.333333332,16566240.0,91791766.81818181,5475058.0,16.811242881518265,1,0,0,0,0,0,0,0,0,0,0,0,20000000.0
89,90,0,4.359884,109.0,140081992,0,18.757738473424897,1993,0.0,0.0,99959433.75,52722399.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,480672.0999999994
90,91,30000000,25.261865,111.0,180949000,1,19.013725787096668,2003,156834490.0,71760842.4,5540793.0,0.0,17.216707972959764,0,0,0,0,0,0,1,0,0,0,0,0,30000000.0
91,92,0,3.83196,106.0,215339,0,12.279973453369708,2001,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
92,93,35000000,1.690768,135.0,15000000,0,16.52356082573315,1995,0.0,0.0,9490817.5,0.0,17.370858648025116,1,1,0,0,0,0,0,0,0,0,0,0,35000000.0
93,94,0,14.322814000000001,96.0,2724474,0,14.817786306967594,2008,0.0,0.0,229014311.2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
94,95,15000000,18.184055999999998,147.0,20117339,0,16.817092687696285,2001,11003621.333333334,95242.0,40963831.0,0.0,16.52356082573315,1,0,0,0,1,0,0,1,0,0,0,0,15000000.0
95,96,0,0.181963,72.0,14353,0,9.571783927990017,2012,0.0,0.0,2685000.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
96,97,2500000,2.942355,98.0,3358,0,8.119398589612294,2011,0.0,0.0,0.0,0.0,14.731801689838349,0,0,0,0,1,0,1,0,0,0,0,0,2500000.0
97,98,0,1.0421120000000001,158.0,73000,0,11.19822841866684,2011,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,480672.0999999994
98,99,10500000,11.003515,90.0,23000000,0,16.951004817371683,2012,0.0,0.0,0.0,0.0,16.166885910365842,0,1,0,0,0,1,0,0,0,0,0,1,10500000.0
99,100,6000000,5.529808,120.0,46616067,0,17.6574558465306,1988,0.0,24946533.0,8935271.2,8234540.333333333,15.607270193858982,1,0,0,0,0,0,1,0,0,0,0,0,6000000.0
100,101,7000000,7.958502,91.0,9229401,0,16.03790481564776,1990,20256975.0,64227.0,10764405.0,0.0,15.76142084987672,0,0,0,0,1,0,1,0,0,1,0,0,7000000.0
101,102,60000000,11.93646,135.0,313542341,0,19.563444971118127,2001,166700083.1111111,136579846.53333333,76168739.8888889,23471718.0,17.909855136853043,1,0,0,0,0,0,0,0,0,0,0,0,60000000.0
102,103,0,1.066558,102.0,14961069,0,16.52096205201705,2007,0.0,0.0,0.0,33579813.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,480672.0999999994
103,104,0,2.401289,121.0,5310554,0,15.485206907530323,2012,43165571.0,148303780.9,32207380.5,24098068.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
104,105,0,1.590383,117.0,149521495,1,18.82295072641198,2014,5330000.0,0.0,5330000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
105,106,10900000,13.454169,105.0,16505460,0,16.61920185380939,2013,13819139.0,114956699.0,0.0,66781062.5,16.204273438942487,1,0,0,0,0,0,0,0,0,0,0,0,10900000.0
106,107,31000000,6.523155,105.0,15134293,0,16.532473852504896,2010,85000010.5,0.0,148268645.08333334,91176753.83333333,17.249497794707484,1,0,0,0,0,0,0,0,0,0,0,0,31000000.0
107,108,72000000,20.755149,177.0,210000000,0,19.162618093443648,1995,72467814.0,120175290.0,27974603.42857143,0.0,18.09217669086922,1,0,0,0,0,0,1,0,0,0,0,0,72000000.0
108,109,14000000,3.873796,97.0,18535191,0,16.735181753294004,1999,0.0,0.0,31390842.2,28084357.0,16.454567959008102,1,0,0,0,0,0,0,0,0,0,0,0,14000000.0
109,110,15000000,3.210693,189.0,34562222,0,17.358271822748165,1966,0.0,0.0,194243506.5,0.0,16.52356082573315,1,1,0,0,0,0,0,0,0,0,0,0,15000000.0
110,111,75000000,13.136791,123.0,67631903,0,18.029590382341286,2001,70262695.14285715,107007544.5,111359139.6,20890337.714285713,18.132998684833918,0,0,0,0,0,0,1,0,0,0,0,0,75000000.0
111,112,35000000,5.093704,111.0,22034832,0,16.90813507737768,2004,0.0,0.0,37095657.0,50087405.8,17.370858648025116,1,0,0,0,0,0,0,0,0,0,0,0,35000000.0
112,113,100000000,11.696923,122.0,93820758,0,18.35689670079136,2015,166302203.3529412,0.0,18556558.5,0.0,18.420680753952364,1,1,0,0,1,0,1,0,0,0,0,0,100000000.0
113,114,20000000,4.619593,106.0,51684798,0,17.760674273034528,1988,12455835.0,53400985.5,116895665.75,52753097.0,16.811242881518265,1,0,0,0,0,0,0,0,0,0,0,0,20000000.0
114,115,93000000,32.070725,178.0,871368364,1,20.585575367339324,2001,328459668.0,492689502.0,43318223.833333336,478009894.0,18.34811006187022,0,1,1,0,0,0,1,0,0,0,0,0,93000000.0
115,116,25000000,5.00725,86.0,41604473,0,17.543718267525534,2002,44801915.5,147640002.4375,6033999.0,11989201.0,17.034386422832473,0,0,0,0,0,0,1,0,0,0,0,0,25000000.0
116,117,0,1.6780130000000002,145.0,311,0,5.7430031878094825,2012,34786960.0,0.0,23372286.85714286,35250890.166666664,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
117,118,0,11.356011,100.0,253625427,0,19.351369043639632,2007,0.0,80383290.0,220470141.27272728,72397903.08333333,0.0,0,1,0,0,0,0,1,0,0,0,0,0,480672.0999999994
118,119,0,4.304224,107.0,1796389,0,14.401289653491293,1993,0.0,0.0,0.0,1547397.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
119,120,12716953,6.183021,113.0,18814720,0,16.750150153305523,1997,0.0,0.0,20950148.57142857,0.0,16.358446621791025,0,0,0,0,0,0,1,0,0,0,0,0,12716953.0
120,121,90000000,8.345985,90.0,347325802,1,19.66577381095219,2001,243893432.0,0.0,136301391.0,45539180.44444445,18.31532023940565,0,0,0,0,1,0,1,0,0,0,0,0,90000000.0
121,122,150000000,12.453452,88.0,448000000,1,19.920303792611403,1999,0.0,434216396.0,0.0,70830567.0,18.826145858727198,1,1,0,0,0,1,0,0,0,0,0,1,150000000.0
122,123,1500000,1.9612080000000003,94.0,5585154,0,15.535622743009913,1990,47610296.75,0.0,55309969.666666664,129973534.42857143,14.220976332738882,0,0,0,0,1,0,1,1,0,0,0,0,1500000.0
123,124,25000000,8.369176,115.0,91036760,0,18.326773949941376,2000,0.0,0.0,84284562.375,45479110.0,17.034386422832473,0,0,0,0,1,0,1,0,0,0,0,0,25000000.0
124,125,7500000,16.376657,95.0,60722734,0,17.92182873285675,2009,376107928.5,0.0,15048670.625,123496744.0,15.830413711839864,1,0,0,0,0,0,0,0,0,0,0,0,7500000.0
125,126,40000000,14.622492999999999,125.0,7400000,0,15.816990693309524,2008,107492692.4,0.0,69066484.0,26922841.714285713,17.50439003707821,1,0,0,0,0,0,0,0,0,0,0,0,40000000.0
126,127,0,5.695908,105.0,15500000,0,16.5563506464056,1978,0.0,0.0,1872463.6666666667,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,480672.0999999994
127,128,10000000,7.886926,111.0,12008642,0,16.301137198496722,2000,20550801.2,83888387.0,29248233.666666668,0.0,16.118095750958314,1,0,0,0,1,0,0,1,0,0,0,0,10000000.0
128,129,18000000,9.929808999999999,100.0,46201432,0,17.648521372886957,2005,50041732.0,74340862.5,0.0,0.0,16.705882371415992,0,0,0,0,1,0,0,0,0,0,0,0,18000000.0
129,130,2400000,5.2306610000000004,120.0,5731103,0,15.56141874028948,1996,9863415.0,0.0,0.0,80225035.0,14.690979711984754,1,0,0,0,0,0,0,0,0,0,0,0,2400000.0
130,131,4000000,10.130541000000001,90.0,9800000,0,16.097893045681612,2013,0.0,8189008.5,43077192.0,0.0,15.201805169084134,0,0,0,0,0,0,0,0,0,0,0,0,4000000.0
131,132,6000000,8.278079,93.0,5206,0,8.557759153162898,2011,0.0,0.0,516538013.8,0.0,15.607270193858982,1,0,0,0,1,0,0,0,0,0,0,0,6000000.0
132,133,0,1.079975,97.0,2452566,0,14.712645789110677,2000,0.0,0.0,45803822.18181818,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,480672.0999999994
133,134,65000000,11.73956,95.0,211780824,0,19.171062453510984,2010,164809712.16666666,0.0,112468638.70588236,0.0,17.989897843244528,1,0,0,0,0,0,0,0,0,0,0,0,65000000.0
134,135,10000000,11.840494999999999,100.0,33000000,0,17.312018149733785,2007,0.0,3407394.5,17340786.0,356227.3333333333,16.118095750958314,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0
135,136,2000000,1.372493,90.0,300000,0,12.611541086966115,2006,0.0,0.0,0.0,0.0,14.508658238524095,1,1,0,0,0,0,0,0,0,0,0,0,2000000.0
136,137,0,2.490032,92.0,120680,1,11.700905979615861,2012,0.0,0.0,44729239.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,480672.0999999994
137,138,9000000,8.888278,79.0,4350774,0,15.285864548115635,1994,0.0,357.5,0.0,0.0,16.012735246411598,0,0,0,0,0,0,0,0,0,0,0,0,9000000.0
138,139,0,10.245682,93.0,3065860,0,14.935839001443595,2010,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,480672.0999999994
139,140,110000000,0.9130959999999999,133.0,407711549,1,19.826070497042362,2003,100138000.0,129380293.6,62437608.666666664,36025320.2,18.5159909328476,0,1,0,0,1,0,1,0,0,1,0,0,110000000.0
140,141,14320000,0.5853970000000001,176.0,14000000,0,16.454567959008102,1968,102071458.0,0.0,141016411.66666666,0.0,16.477167789329172,1,0,0,0,0,0,0,0,0,0,0,0,14320000.0
141,142,0,7.008512,101.0,31466789,0,17.264443261931465,2003,82169884.0,0.0,43868339.0,185082274.83333334,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
142,143,3500000,5.353826000000001,108.0,615816,0,13.330705120457191,2016,0.0,0.0,0.0,0.0,15.068273812173887,1,0,0,0,0,0,0,0,0,0,0,0,3500000.0
143,144,18000000,6.675032000000001,98.0,382174,0,12.853633897869235,2008,6585516.0,0.0,19789683.714285713,15352199.0,16.705882371415992,1,0,0,0,0,0,0,0,0,0,0,0,18000000.0
144,145,4000000,6.216637,108.0,11000000,0,16.213405921671733,1967,141195658.0,0.0,72070731.0,0.0,15.201805169084134,0,0,0,0,1,0,0,0,0,0,0,0,4000000.0
145,146,0,3.8058110000000003,88.0,9188,0,9.125762395500885,2016,0.0,0.0,2625529.4,37332.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,480672.0999999994
146,147,0,10.278957,90.0,19510371,1,16.78645677956257,1988,26279000.0,42413502.0,42413502.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
147,148,39200000,14.131905999999999,126.0,86758912,0,18.27864371502934,2013,0.0,0.0,227061210.55555555,977468.5,17.484187330270895,1,0,0,0,0,0,1,0,0,1,0,0,39200000.0
