,id,budget,popularity,runtime,has_collection,release_year,director_success,producer_success,actor1_success,actor2_success,log_budget,Drama,Adventure,Fantasy,Western,Thriller,Animation,Action,Mystery,Foreign,Science Fiction,Documentary,Family,adjusted_budget
59,3060,50000000,7.6550199999999995,140.0,0,1998,489538558.0,65222851.5,107312857.83333333,44403940.75,17.72753358339242,1,1,0,0,1,0,1,1,0,0,0,0,50000000.0
60,3061,14000000,12.318052,107.0,1,1991,38708859.5,0.0,0.0,120697760.5,16.454567959008102,1,1,0,0,0,0,1,0,0,0,0,1,14000000.0
61,3062,0,15.855108,117.0,0,2008,226904017.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,480672.0999999994
62,3063,18000000,12.106615,103.0,0,2002,104981679.5,0.0,63901580.0,688510.0,16.705882371415992,1,0,0,0,1,0,0,1,0,0,0,0,18000000.0
63,3064,65000000,5.462048,127.0,0,2015,0.0,0.0,76072951.36842105,45090318.73913044,17.989897843244528,1,1,0,0,0,0,1,0,0,0,0,0,65000000.0
64,3065,20000000,6.958086,106.0,0,2011,0.0,0.0,24591992.8,59858163.75,16.811242881518265,0,0,0,0,0,0,0,0,0,0,0,0,20000000.0
65,3066,40000000,9.698075,110.0,0,2011,0.0,0.0,91976861.5,51523289.666666664,17.50439003707821,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0
66,3067,0,8.106953,80.0,0,2017,0.0,0.0,0.0,3049135.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
67,3068,20000000,10.180776,94.0,1,1992,0.0,13700000.0,11585483.0,0.0,16.811242881518265,0,0,0,0,0,0,0,0,0,0,0,0,20000000.0
68,3069,135000000,10.581925,107.0,0,2011,403480243.5,13279778.5,201354480.89655173,61333572.0,18.72078534381011,0,1,0,1,0,1,0,0,0,0,0,1,135000000.0
69,3070,0,2.533982,101.0,0,1998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
70,3071,1300000,12.630419,97.0,0,2002,0.0,0.0,0.0,0.0,14.077875591662238,1,0,0,0,0,0,0,0,0,0,0,0,1300000.0
71,3072,160000000,29.108148999999997,148.0,0,2010,297700382.0,54862396.5,251692118.41666666,20123566.555555556,18.8906843794481,0,1,0,0,1,0,1,1,0,1,0,0,160000000.0
72,3073,0,3.691443,99.0,0,2006,0.0,186438883.0,270632070.6666667,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
73,3074,0,0.004425,95.0,0,1986,0.0,0.0,4122748.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
74,3075,13000000,12.775679,102.0,0,2012,0.0,0.0,114488373.5,0.0,16.380459992348886,1,0,0,0,0,0,0,0,0,0,0,0,13000000.0
75,3076,60000000,19.144610999999998,101.0,1,2005,193487323.66666666,34554854.666666664,38446051.55555555,79415227.46153846,17.909855136853043,1,1,0,0,1,0,1,1,0,0,0,0,60000000.0
76,3077,10500000,10.150041,92.0,0,2017,741875.0,10188047.2,104519199.74074075,21785097.5,16.166885910365842,1,0,0,0,1,0,0,0,0,0,0,0,10500000.0
77,3078,40000000,10.793324,94.0,1,2007,0.0,108788019.81818181,0.0,0.0,17.50439003707821,0,0,1,0,1,0,1,0,0,1,0,0,40000000.0
78,3079,25000000,9.313353999999999,98.0,0,2005,0.0,0.0,0.0,0.0,17.034386422832473,1,0,0,0,0,0,0,0,0,0,0,1,25000000.0
79,3080,50000000,10.003679,80.0,1,2004,0.0,121756377.77777778,110580852.77777778,0.0,17.72753358339242,0,0,0,0,0,1,0,0,0,0,0,1,50000000.0
80,3081,1600000,13.245638,113.0,0,1974,245066411.0,140000000.0,80274499.0,0.0,14.285514812209815,1,0,0,0,0,0,0,1,0,0,0,0,1600000.0
81,3082,0,7.313067,91.0,0,1985,0.0,21058000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
82,3083,12500000,5.010852,101.0,0,2009,5285197.0,0.0,0.0,118491173.0,16.341239282272525,0,0,0,0,1,0,0,1,0,0,0,0,12500000.0
83,3084,337,0.76593,89.0,0,2028,0.0,0.0,1592714.2857142857,0.0,5.823045895483019,1,1,0,0,0,0,0,0,0,0,0,0,337.0
84,3085,8500000,8.553506,98.0,1,2008,0.0,0.0,16860323.333333332,0.0,15.955576839107596,0,1,0,0,1,0,1,0,0,0,0,0,8500000.0
85,3086,40000000,7.82605,129.0,0,2011,75798915.0,0.0,0.0,235508545.6521739,17.50439003707821,1,0,0,0,0,0,0,0,0,0,0,0,40000000.0
86,3087,0,2.150786,98.0,0,2010,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
87,3088,0,3.5890989999999996,100.0,0,2012,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,480672.0999999994
88,3089,11180,0.6609689999999999,120.0,0,2012,0.0,0.0,4695110.666666667,0.0,9.321971188147367,1,0,0,0,1,0,0,0,0,0,0,0,11180.0
89,3090,22000000,7.98193,93.0,0,2006,0.0,0.0,258250701.875,0.0,16.906553056777135,0,0,0,0,0,0,0,0,0,0,0,0,22000000.0
90,3091,28000000,5.415639,111.0,0,1984,79743762.0,0.0,103298734.75,69701637.0,17.147715103853763,0,0,0,0,0,0,0,0,0,0,0,0,28000000.0
91,3092,0,7.05435,101.0,0,2003,0.0,0.0,30712157.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
92,3093,75000000,17.999273000000002,90.0,0,2004,0.0,0.0,356613711.625,64243981.78571428,18.132998684833918,0,0,0,0,0,1,1,0,0,0,0,1,75000000.0
93,3094,51000000,9.95456,116.0,0,2000,65784503.0,65784503.0,187679662.4,142698056.75,17.747336210296442,0,0,0,0,0,0,0,0,0,0,0,0,51000000.0
94,3095,26000000,7.311147999999999,136.0,0,2006,0.0,0.0,248248276.2222222,3511104.5,17.073607134447293,1,0,0,0,0,0,0,0,0,0,0,0,26000000.0
95,3096,2361000,0.789574,101.0,0,1944,0.0,0.0,0.0,0.0,14.674596239616903,0,0,0,0,0,0,0,0,0,0,0,0,2361000.0
96,3097,258000000,27.614265000000003,139.0,1,2007,128361284.14285715,122268319.71428572,124707546.57142857,97537687.9,19.36847014676186,0,1,1,0,0,0,1,0,0,0,0,0,258000000.0
97,3098,6500000,8.051891,97.0,1,1989,44863962.75,0.0,42721196.0,0.0,15.687312888712007,0,0,0,0,0,0,0,0,0,0,0,0,6500000.0
98,3099,40000000,6.6833979999999995,135.0,0,1997,63867956.3,140081992.0,86480135.75,86995378.625,17.50439003707821,1,0,0,0,1,0,0,0,0,0,0,0,40000000.0
99,3100,0,10.606823,95.0,0,2004,0.0,21706101.0,75218590.29411764,20471947.666666668,0.0,1,0,0,0,1,0,0,1,0,1,0,0,480672.0999999994
100,3101,0,10.208658,95.0,0,1987,0.0,124056797.5,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
101,3102,318000,8.932319999999999,85.0,0,2014,0.0,0.0,0.0,0.0,12.669809806411457,0,0,0,0,1,0,0,0,0,0,0,0,318000.0
102,3103,0,1.0776729999999999,117.0,0,1987,0.0,0.0,9800000.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
103,3104,0,0.535616,90.0,0,1967,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
104,3105,75000000,6.548229,124.0,0,2000,301241278.5,0.0,131614244.66666667,24769466.0,18.132998684833918,0,1,0,0,1,0,1,0,0,0,0,0,75000000.0
105,3106,80000000,5.101392,131.0,0,1999,22544963.333333332,0.0,147614237.46153846,354401606.5,18.197537205138154,1,0,0,0,0,0,0,0,0,0,0,0,80000000.0
106,3107,21000000,7.572144000000001,117.0,0,2007,5867686.0,63100000.0,87427584.25,211797991.5,16.860033043306743,1,0,0,0,1,0,0,0,0,0,0,0,21000000.0
107,3108,8000000,7.3178160000000005,95.0,0,2016,0.0,0.0,33867843.28571428,38450142.0,15.894952224644102,0,0,0,0,0,0,1,0,0,0,0,0,8000000.0
108,3109,0,6.961256,103.0,0,1993,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,480672.0999999994
109,3110,150000000,19.125536999999998,114.0,0,2008,59989228.0,207977777.0,44767115.222222224,2044085.3333333333,18.826145858727198,0,1,0,0,0,0,1,0,0,1,0,0,150000000.0
110,3111,10400000,3.106814,120.0,0,2010,0.0,0.0,0.0,0.0,16.15731646026544,0,0,0,0,0,0,0,0,0,0,0,0,10400000.0
111,3112,0,4.713744999999999,98.0,0,2012,0.0,0.0,2152738.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
112,3113,4900000,8.076305,97.0,0,2013,0.0,0.0,52045637.6,25800.0,15.404745967162468,0,0,0,0,0,0,0,0,0,0,0,0,4900000.0
113,3114,5000000,13.962548000000002,106.0,0,2001,55494066.0,0.0,11624846.5,1056057273.0,15.424948670398354,1,0,0,0,0,0,0,0,0,0,0,0,5000000.0
114,3115,5115000,12.53841,100.0,0,1966,0.0,0.0,4750000.0,0.0,15.447688152871265,0,1,0,0,0,0,0,0,0,1,0,0,5115000.0
115,3116,6000000,4.304175,110.0,0,2006,26313130.666666668,41939392.0,20969696.0,3020784.0,15.607270193858982,1,0,0,0,0,0,0,0,0,0,0,0,6000000.0
116,3117,0,3.239562,104.0,0,2013,0.0,0.0,0.0,18769449.333333332,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
117,3118,0,7.37661,101.0,0,2015,249905.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,480672.0999999994
118,3119,120000000,14.43075,115.0,0,2004,111109180.66666667,36971630.2,356613711.625,0.0,18.603002309079653,0,0,0,0,0,0,1,0,0,1,0,0,120000000.0
119,3120,92620000,14.487867000000001,153.0,0,2027,2948386.0,0.0,0.0,0.0,18.344015669813682,1,0,0,0,0,0,0,0,0,1,0,0,92620000.0
120,3121,0,2.381806,117.0,1,1959,536364.0,536364.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
121,3122,1500000,9.167761,110.0,0,1998,0.0,0.0,0.0,13700000.0,14.220976332738882,1,0,0,0,0,0,0,0,0,0,0,0,1500000.0
122,3123,350000,16.503959,96.0,0,1957,0.0,0.0,0.0,0.0,12.765691290604371,1,0,0,0,0,0,0,0,0,0,0,0,350000.0
123,3124,0,6.584217,114.0,0,2014,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,480672.0999999994
124,3125,0,0.47737399999999997,102.0,0,1993,0.0,0.0,232093780.33333334,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,480672.0999999994
125,3126,20000000,7.907938000000001,106.0,0,1987,5546827.0,0.0,148651752.0,27499825.5,16.811242881518265,0,0,0,0,0,0,1,0,0,0,0,0,20000000.0
126,3127,0,6.1177839999999994,100.0,0,2004,20399962.692307692,44768010.0,11618330.0,118520850.25,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
127,3128,20000000,8.757277,103.0,0,2014,20529194.0,58977359.5,70532090.33333333,0.0,16.811242881518265,1,0,0,0,0,0,0,0,0,0,0,0,20000000.0
128,3129,30000000,22.089729000000002,107.0,1,1984,85300000.0,113150000.0,45979688.5,2091037.0,17.216707972959764,0,0,1,0,0,0,0,0,0,0,0,0,30000000.0
129,3130,6000000,4.57535,108.0,0,1986,0.0,0.0,0.0,0.0,15.607270193858982,1,0,0,0,0,0,0,0,0,0,0,0,6000000.0
130,3131,0,6.159679,105.0,0,2012,56818336.5,106279946.4,75580745.5,108649974.86363636,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
131,3132,6250000,1.490661,144.0,0,2010,0.0,0.0,8521490.5,0.0,15.648092181712572,1,0,0,0,0,0,0,0,0,0,0,0,6250000.0
132,3133,0,1.172228,206.0,0,1994,0.0,0.0,11000000.0,150000000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,480672.0999999994
133,3134,0,9.696201,107.0,0,1991,112006296.0,56405389.333333336,112006296.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,480672.0999999994
134,3135,0,2.171427,95.0,1,1989,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
135,3136,10000000,3.073113,95.0,0,1992,21271052.333333332,15429177.0,2275557.0,24467000.0,16.118095750958314,0,0,0,0,1,0,1,0,0,0,0,0,10000000.0
136,3137,80000000,8.883866000000001,87.0,0,2013,0.0,0.0,0.0,62912049.0,18.197537205138154,0,1,0,0,0,1,0,0,0,0,0,1,80000000.0
137,3138,947000,0.631309,85.0,0,1934,0.0,0.0,2477000.0,0.0,13.761055428133867,1,0,0,0,0,0,0,0,0,0,0,0,947000.0
138,3139,18000000,10.000775,108.0,0,1987,0.0,0.0,155860887.66666666,0.0,16.705882371415992,1,0,0,0,0,0,0,0,0,0,0,0,18000000.0
139,3140,18000000,18.495694,107.0,1,1987,0.0,125706398.0,48645164.75,0.0,16.705882371415992,0,1,0,0,1,0,1,0,0,1,0,0,18000000.0
140,3141,12000000,3.2159400000000002,116.0,0,1981,26700492.75,0.0,27625332.4,74482714.0,16.300417291085605,1,0,0,0,1,0,0,0,0,0,0,0,12000000.0
141,3142,0,1.10941,97.0,0,1969,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
142,3143,70000000,13.350760000000001,118.0,0,2005,45155606.0,0.0,356741962.8,55495563.0,18.064005814299346,1,0,0,0,0,0,0,0,0,0,0,0,70000000.0
143,3144,26350000,5.153137999999999,94.0,0,2012,48730987.333333336,0.0,30874171.6,88903612.1,17.08697887090231,1,0,0,0,0,0,0,0,0,0,0,0,26350000.0
144,3145,0,11.788185,76.0,0,2002,0.0,35221470.0,64097341.428571425,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,480672.0999999994
145,3146,1934000,1.135061,172.0,0,2002,0.0,0.0,0.0,0.0,14.475101472058325,1,0,1,0,0,0,0,0,0,0,0,0,1934000.0
146,3147,7000000,9.347930999999999,112.0,0,2009,98837872.0,0.0,42882232.222222224,31478916.5,15.76142084987672,1,0,0,0,0,0,0,0,0,0,0,0,7000000.0
147,3148,0,9.673017,91.0,0,2013,0.0,0.0,88275641.10526316,43196042.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
148,3149,50000000,6.660188000000001,97.0,1,2009,70868059.5,0.0,0.0,235483004.0,17.72753358339242,0,1,0,0,1,0,1,0,0,1,0,0,50000000.0
149,3150,60000000,7.490247,100.0,1,1995,1400000.0,66558661.5,44375853.666666664,0.0,17.909855136853043,0,0,0,0,1,0,1,0,0,0,0,0,60000000.0
150,3151,3000000,6.447312,81.0,0,2003,33778092.666666664,0.0,0.0,0.0,14.914123179965662,1,0,0,0,0,0,0,0,0,0,0,0,3000000.0
151,3152,13300000,6.707974,108.0,0,2014,0.0,14383595.5,49851470.071428575,0.0,16.40327466837995,1,0,0,0,1,0,0,0,0,1,0,0,13300000.0
152,3153,0,10.405088000000001,105.0,0,2014,7447173.5,0.0,36562761.0,56728507.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
153,3154,6000000,7.016044,104.0,0,2009,0.0,0.0,19064401.875,43817951.666666664,15.607270193858982,1,0,0,0,0,0,0,0,0,0,0,0,6000000.0
154,3155,15000000,9.865944,99.0,0,2011,19586658.125,5097923.75,53799082.0,27379348.09090909,16.52356082573315,1,0,0,0,1,0,0,0,0,0,0,0,15000000.0
155,3156,3500000,8.138622,79.0,1,2014,0.0,0.0,75620072.5,0.0,15.068273812173887,0,0,0,0,0,1,0,0,0,0,0,0,3500000.0
156,3157,2500000,11.630809,102.0,0,2004,84618541.0,0.0,0.0,242818158.66666666,14.731801689838349,1,0,0,0,0,0,0,0,0,0,0,0,2500000.0
157,3158,35000000,19.10673,126.0,1,1989,149849530.75,0.0,7500000.0,16920346.5,17.370858648025116,0,0,1,0,0,0,1,0,0,0,0,0,35000000.0
158,3159,0,9.040158,100.0,0,1993,19870567.0,0.0,177423482.5,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,480672.0999999994
159,3160,2000000,4.845776,121.0,0,1976,13599284.2,14674105.25,0.0,0.0,14.508658238524095,0,0,0,0,1,0,0,0,0,0,0,0,2000000.0
160,3161,0,2.5436400000000003,111.0,0,2015,2628241.0,0.0,140580555.25,9723442.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
161,3162,0,11.451353999999998,104.0,0,2016,0.0,0.0,92700391.0,60151262.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
162,3163,16000000,9.844558000000001,107.0,1,1994,127766650.0,39267515.0,178651892.0,20523716.333333332,16.588099342704055,0,0,0,0,0,0,0,0,0,0,0,0,16000000.0
163,3164,160000,4.877008999999999,91.0,0,1989,0.0,0.0,0.0,0.0,11.982935344196433,0,0,0,0,0,0,0,0,0,0,1,0,160000.0
164,3165,0,3.3885650000000003,94.0,0,2011,0.0,0.0,8551228.0,52341095.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,480672.0999999994
165,3166,0,0.746165,106.0,0,2009,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,480672.0999999994
166,3167,32000000,8.662287,120.0,0,1993,53208180.0,114409017.75,70588875.0,4991850.0,17.281246492014,1,1,0,0,1,0,1,0,0,0,0,0,32000000.0
167,3168,0,0.200027,112.0,0,1987,12068004.0,0.0,0.0,37803872.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
168,3169,0,14.364447,117.0,0,1975,45000000.0,0.0,73654444.5,22148219.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,480672.0999999994
169,3170,2000000,11.251632,129.0,0,2009,0.0,0.0,18017336.0,0.0,14.508658238524095,1,0,0,0,0,0,0,1,0,0,0,0,2000000.0
