popularity,iscollect,Drama,Adventure,Fantasy,Western,Thriller,Animation,Action,Mystery,Foreign,Science Fiction,Documentary,Family,director_success,producer_success,actor1_success,actor2_success,budget
10.432293,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0,16.940091659277893,0.0,17.216707939626428
14.114135999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,17.516112608174826,0.0,0.0,11.928730267063795,16.811242831518268
1.120498,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,16.975176190239242,0.0,0.0,0.0
7.550891,0,0,0,0,0,1,0,0,1,1,0,0,0,15.929234799506926,0.0,17.325979865735107,15.365357476704292,17.111347423968606
4.14228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.926084434288267,17.54426990696193,0.0
10.302735,0,0,0,0,0,1,0,0,1,0,0,0,0,14.914122846632385,0.0,14.914122846632385,17.07665291430666,17.37085861945369
3.0781110000000003,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,15.424948470398377
13.465656,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.302188305099698,18.56348523568515,17.599700191882533
1.162001,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13.122363377404328
10.855383,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,15.47208297901196,17.37085861945369
11.547748,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14.50865773852422
4.102052,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,16.454567887579532,0.0,14.603967918328545
0.817002,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,5.521460917862246
0.113042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12.61153775363834
6.480574,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
10.524204,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,15.520258650202699
11.863954,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,12.048435896418084,16.70588231586044
17.028854,0,1,0,0,0,1,0,1,0,0,1,0,0,17.115232275558828,17.525550026531,0.0,0.0,16.11809565095832
7.2257789999999975,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,15.728767784349152,16.342570635521774
3.933121,0,0,0,0,1,0,0,0,0,0,0,0,0,16.213405830762643,0.0,0.0,0.0,0.0
6.142913,0,0,0,0,0,0,0,1,0,0,0,1,0,17.026092443005954,0.0,18.299022494344204,20.251216625723732,16.300417207752275
2.173823,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,15.274125580663785,14.567133700682724,16.840981957306365,0.0
5.6152050000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.781453142124334,0.0,3.218875824868201,15.424948470398377
4.707275,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.728767784349152,0.0,15.60727002719233
19.323582000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.91361979649379,18.012236181675522,13.170520960584204,18.75715298057358
2.069497,0,1,0,0,0,1,0,0,1,0,0,0,0,15.690551024403524,0.0,15.063786618182304,0.0,0.0
10.003167,0,0,1,0,0,0,1,0,0,0,0,0,1,13.304684934198285,13.304684934198285,14.387619410147163,0.0,0.0
7.435544,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,16.64872390202049
7.3467699999999985,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,17.239410280255953,0.0
13.657204,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0,16.3957273875566,0.0,0.0,15.068273526459642
0.825042,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.683148692647727,11.735108555189314,3.912023005428147
6.515316,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.86736626848123,0.0,16.811242831518268
0.732748,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
1.482993,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,10.1285891855565,0.0,0.0
8.013617,0,0,0,0,0,0,0,1,0,0,0,0,0,14.914122846632385,15.940592666176984,0.0,0.0,17.341871082580436
1.444925,0,1,0,0,0,0,0,0,0,0,0,0,0,13.920380353238544,13.54903535515689,0.0,0.0,0.0
11.418917,0,1,0,0,0,0,0,0,0,0,0,0,0,17.532947269251572,0.0,14.753357672523887,15.990262279448435,17.727533563392424
10.56812,0,0,0,1,0,0,0,1,0,0,0,0,0,18.468821182810306,0.0,13.170520960584204,18.224065217389626,19.113827924512307
0.933995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
7.655019999999999,0,0,1,0,0,0,0,1,0,0,0,0,0,17.155396844741265,16.556486830671705,15.854555405295914,0.0,17.727533563392424
12.318052,1,0,1,0,0,1,0,1,0,0,0,0,0,19.018493479413586,0.0,0.0,0.0,16.454567887579532
15.855108,0,1,0,0,0,0,0,0,0,0,0,0,0,18.46139882587389,0.0,0.0,0.0,0.0
12.106615,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,16.833901181276378,13.44228512137362,16.70588231586044
5.462048,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,16.147421513450148,17.98989782785991
6.958086,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.012236181675522,18.76583431706064,16.811242831518268
9.698075,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,18.315649685128783,17.36992781496099,17.50439001207821
8.106953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,14.930368501802272,0.0
10.180776,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16.811242831518268
10.581925,0,1,0,0,0,0,0,0,0,0,0,0,0,18.622946984945408,0.0,12.712335877396221,16.4781728705877,18.720785336402702
2.533982,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
12.630419,0,1,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,14.077874822431765
29.108148999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,10.78894787401768,10.78894787401768,15.227707043822164,0.0,18.890684373198106
3.691443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.043614038247267,0.0,0.0,0.0
0.004425,0,0,0,0,0,0,0,0,0,0,0,1,0,17.481720617027225,0.0,0.0,0.0,0.0
12.775679,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.723582810464388,20.67649479437832,16.38045991542581
19.144610999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,14.290856143520644,17.785802471516394,17.155396844741265,15.854555405295914,17.909855120186375
10.150041,0,1,0,0,0,0,0,0,0,1,0,0,0,13.516936044346073,16.644649967749118,18.18640148262563,15.5453467499879,16.166885815127753
10.793324,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.860670443206995,0.0,0.0,17.50439001207821
9.313353999999999,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,17.034386382832476
10.003679,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,17.860670443206995,15.711536494597555,13.245628249192901,17.727533563392424
13.245638,0,1,0,0,0,1,0,1,0,0,0,0,0,19.31703979708356,0.0,17.532947269251572,0.0,14.285514187210008
7.313067,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,16.86279109339884,0.0,0.0,0.0
5.010852,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,18.83157575011218,16.34123920227253
0.76593,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,5.8200829303523625
8.553506,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,15.955576721460545
7.82605,0,1,1,0,0,1,0,1,1,0,1,0,0,18.515990923756693,0.0,0.0,17.464503699462746,17.50439001207821
2.150786,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3.5890989999999996,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.6609689999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.479446720798625,0.0,9.321881746709089
7.98193,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,18.764765786635078,0.0,16.90655301132259
5.415639,0,0,0,0,0,0,0,1,0,0,0,0,0,18.649633453387086,0.0,0.0,18.059734361825107,17.147715068139483
7.05435,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.785236537821227,0.0,0.0
17.999273000000006,0,1,1,0,0,0,0,0,0,0,0,0,0,19.99844059918965,0.0,18.767152984874755,14.914122846632385,18.132998671500584
9.95456,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.11809565095832,12.132953415179365,17.7473361906886
7.3111479999999975,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,14.930368501802272,15.7645883988677,17.073607095985757
0.789574,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14.67459581606765
27.614265000000003,1,0,0,0,0,1,0,1,0,0,0,0,0,17.19650523230891,17.385311246701523,18.299022494344204,0.0,19.36847014288589
8.051891,1,1,0,1,0,0,0,0,0,0,0,0,0,17.07665291430666,0.0,17.570205748479008,0.0,15.687312734865866
6.6833979999999995,0,0,1,0,0,0,1,0,0,0,0,0,1,19.31703979708356,0.0,16.504382492816376,15.952686194969893,17.50439001207821
10.606823,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,16.893103931068584,17.207067351464712,15.717618084361195,0.0
10.208658,0,0,0,0,0,1,0,1,0,0,1,0,0,17.516112608174826,17.757581003512573,0.0,0.0,0.0
8.932319999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12.669806661762314
1.0776729999999999,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,16.0978929436408,0.0,0.0
0.535616,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,18.57969227922794,0.0,0.0,0.0
6.548229,0,0,0,0,0,0,0,0,0,0,0,0,0,16.545974353903386,0.0,18.714060948669342,17.02512224289646,18.132998671500584
5.101392,0,1,0,0,0,0,0,0,0,0,0,0,0,11.739263907180955,0.0,14.151982794585487,17.2449005663566,18.197537192638155
7.5721440000000015,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.598976847265822,17.83181362957487,16.860032995687696
7.3178160000000005,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,15.854555405295914,18.56348523568515,15.89495209964411
6.961256,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
19.125536999999998,0,1,1,0,0,0,0,0,0,0,0,0,0,17.598083704251927,0.0,18.44650620730786,15.594881606612384,18.82614585206053
3.106814,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,16.1573163641116
4.713744999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
8.076305,0,1,1,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,10.158129770909708,15.404745763080854
13.962548000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,17.831786654081508,0.0,16.85566475451347,0.0,15.424948470398377
12.53841,0,0,1,1,0,0,0,1,0,0,0,0,0,15.096444403426338,17.034386382832476,15.373655176010823,14.914122846632385,15.447687957367865
4.304175,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,14.921026958309126,15.60727002719233
3.239562,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.728767784349152,0.0
7.37661,0,0,1,0,0,0,0,1,0,0,0,0,0,12.428836124626088,0.0,0.0,0.0,0.0
14.43075,0,1,0,0,0,0,0,0,0,0,0,0,0,18.358805340234284,16.11982635243015,18.767152984874755,0.0,18.60300230074632
14.487867000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,18.34401565901688
2.381806,1,0,0,0,0,1,0,1,0,0,0,0,0,13.192568314043449,13.192568314043449,0.0,0.0,0.0
9.167761,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,14.536852990193848,0.0,0.0,14.220975666072441
16.503959,0,0,0,0,0,1,0,1,1,0,0,0,0,17.210018951475632,0.0,16.77333154469202,17.201536465964562,12.765688433465595
6.584217,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.47737399999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
7.9079380000000015,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.273584117345212,17.464503699462746,16.811242831518268
6.1177839999999994,0,0,1,0,0,0,0,1,0,0,0,0,0,16.286461613195225,0.0,0.0,0.0,0.0
8.757277,0,1,0,0,0,1,0,0,1,0,0,0,0,16.83735852860437,18.27748633439608,16.990972281704742,0.0,16.811242831518268
22.089729000000002,1,0,0,0,0,1,0,0,0,0,0,0,0,18.261685012461907,18.764270448342444,15.711536494597555,17.273584117345212,17.216707939626428
4.57535,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15.60727002719233
6.159679,0,0,0,0,0,0,0,0,0,0,0,0,0,17.264443230151926,16.88959586634445,0.0,14.648419680899375,0.0
1.490661,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,12.782579262563846,0.0,15.648092021712587
1.172228,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
9.696201,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,16.501024242097188,0.0
2.171427,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.293817850753648,0.0,0.0
3.073113,0,1,1,0,0,0,0,0,0,0,0,0,0,16.692952248331427,16.551770885262922,14.637735415564785,17.01283582880203,16.11809565095832
8.883866000000003,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,17.896732544581067,18.197537192638155
0.631309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13.761054372168214
10.000775,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,18.19211837482836,0.0,16.70588231586044
18.495694,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0,17.477379695686203,18.18640148262563,0.0,16.70588231586044
3.2159400000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,17.622173047734595,0.0,18.44350711864261,17.02856004262815,16.300417207752275
1.10941,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
13.350760000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.767152984874755,17.83181362957487,18.064005800013632
5.153137999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,17.48728746877223,17.086978832951644
11.788185,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,18.630187633195746,17.092230068486714,0.0,0.0
1.135061,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,14.475100954995375
9.347930999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.187382110244602,16.046020426756478,15.761420707019589
9.673017,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,15.62559754744503,18.274148809306734,0.0
6.6601880000000016,1,0,0,0,0,0,0,0,0,0,0,0,1,18.326773938956805,0.0,0.0,19.277149298965,17.727533563392424
7.490247,1,1,1,0,0,1,0,0,0,0,0,0,0,14.151982794585487,16.556486830671705,0.0,15.059253539844887,17.909855120186375
6.447312,0,1,1,0,1,0,0,0,0,0,0,0,0,15.369298753197215,0.0,0.0,0.0,14.914122846632385
6.707974,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,16.893103931068584,12.97461946368475,0.0,16.40327459319198
10.405088000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,16.090411352735842,0.0,15.97651065783551,18.1688533284017,0.0
7.016044,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,17.641805987432033,13.894281996378892,15.60727002719233
9.865944,0,0,0,0,0,1,0,1,0,0,0,0,0,16.47057311780291,0.0,18.153828757708137,0.0,16.523560759066484
8.138622,1,0,1,1,0,0,1,0,0,0,0,0,1,15.150511624696614,0.0,0.0,0.0,15.068273526459642
11.630809,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,14.731801289838428
19.10673,1,0,1,0,0,0,0,1,0,0,1,0,0,17.52763430807157,0.0,17.169752591152704,0.0,17.37085861945369
9.040158,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,14.864162347888527,0.0,0.0
4.845776,0,0,0,0,1,0,0,1,0,0,0,0,0,15.60727002719233,15.60727002719233,0.0,0.0,14.50865773852422
2.5436400000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,14.781825359100434,0.0,12.816473884636896,0.0,0.0
11.451353999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,16.34385793040895,0.0
9.844558000000001,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.11809565095832,16.179316142268085,16.588099280204055
4.877008999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11.982929094215965
3.3885650000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,15.961585456330747,17.28817760355133,0.0
0.746165,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
8.662287,0,0,0,0,0,0,0,0,0,0,0,1,0,17.789722701890604,20.491290053548575,0.0,16.0978929436408,17.281246460764002
0.200027,0,1,0,0,0,1,0,0,0,0,0,0,0,15.179052791284779,0.0,0.0,17.44792208920626,0.0
14.364447,0,0,0,0,0,0,0,0,1,0,0,0,0,17.622173047734595,0.0,18.44350711864261,0.0,0.0
11.251632,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,14.50865773852422
13.201595000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,18.838912549860147,16.73502495816454,14.914122846632385,17.207067351464712,0.0
8.10357,0,1,0,0,0,1,0,0,1,0,0,0,0,17.70906058372291,16.886714477018124,18.510971410689113,18.55341673157618,16.99356438831222
0.679141,0,1,0,0,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,14.50865773852422
5.399896,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
7.764883,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.811242831518268,0.0,0.0
8.896678999999997,1,0,0,0,0,1,0,1,0,0,0,0,0,15.197796144674294,0.0,20.699460269565087,0.0,16.64872390202049
10.587232,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,16.509883382064107,0.0,17.216707939626428
4.4768360000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15.201804919084164
6.4170370000000005,0,0,1,0,0,1,0,1,0,0,0,0,0,14.048280427249107,13.247648865815,14.914122846632385,0.0,13.815510557964275
8.642141,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,18.89971558129228,0.0
2.095106,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14.346138809026446
21.70826700000001,0,1,0,0,0,0,0,0,0,0,0,0,0,19.542610049105704,0.0,18.767152984874755,15.818640007894773,17.822843743196746
7.793873,1,0,0,0,0,0,0,0,0,0,0,0,0,14.368761562140081,0.0,16.768857167186667,0.0,16.213405830762643
7.550133,1,1,1,0,0,0,0,1,0,0,0,0,0,0.0,16.176364559082295,0.0,0.0,16.012735135300492
6.1582120000000025,0,1,0,1,0,0,0,0,0,0,0,0,0,15.370746106663434,18.04256098048617,15.962253207572408,14.151982794585487,18.064005800013632
7.3346860000000005,1,1,0,0,0,0,0,0,0,0,0,0,0,17.698557791155842,17.72346827127864,17.87450375942453,16.811242831518268,17.111347423968606
9.023244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
6.7964649999999995,0,1,0,0,0,0,0,0,1,0,0,0,0,17.561846821671494,0.0,0.0,0.0,16.300417207752275
10.217291000000001,0,0,0,0,0,0,1,0,0,0,0,0,1,18.63798426745232,0.0,16.59893888138072,13.19924478574022,17.622173047734595
13.501144,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,14.706278332607345,14.731801289838428
10.197503,0,0,0,0,0,1,0,0,0,0,1,0,0,17.580553767874243,0.0,15.962253207572408,18.56348523568515,15.761420707019589
2.4634009999999997,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
33.449723,1,0,0,0,0,0,0,0,0,0,0,0,0,16.671166064591056,0.0,16.671166064591056,0.0,17.4264284706085
9.482806,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,18.114810640841448,17.934600056611078,0.0,17.665658159674333
0.49998400000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.020788010866028,0.0
7.3460990000000015,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,15.91678012541571,0.0,0.0,0.0
18.947206,0,0,0,0,0,0,0,0,0,0,0,0,0,9.210340371976184,0.0,18.9949592441319,17.44494898328912,0.0
9.268136,1,0,0,0,0,1,0,1,0,0,0,0,0,18.251452593173717,16.050477940646527,16.302188305099698,0.0,18.03501826314038
13.553999,1,1,0,0,0,0,0,1,0,0,0,0,0,19.74868516217705,0.0,17.766235468911372,15.761420707019589,18.420680743952367
4.179487,0,1,0,0,0,0,0,0,0,0,0,0,0,17.187382110244602,0.0,0.0,17.27808521930133,16.300417207752275
12.75872,1,0,0,1,0,0,0,0,0,0,0,0,1,13.25830760679564,14.899319482171586,0.0,16.38829796366695,0.0
2.32186,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,15.388284486026786,0.0,15.400860674869284
0.4421479999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
5.056926,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,17.704848225876823,0.0,0.0
2.611337,0,0,0,0,0,0,0,0,0,0,0,0,0,5.484796933490657,0.0,0.0,16.261382417314294,0.0
11.292364,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,16.213405830762643,0.0,16.79255733999349,15.201804919084164
12.472206,0,1,0,0,0,1,0,0,0,0,0,0,0,14.805808714080234,0.0,17.187382110244602,18.481399478987075,17.034386382832476
10.860471,0,0,1,1,0,0,0,1,0,0,1,0,1,0.0,0.0,17.063518492111776,0.0,15.287379910799546
1.280578,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,16.759949537130716,15.068273526459642
22.073099,1,0,1,0,1,0,0,0,0,0,0,0,0,15.5158964222333,0.0,0.0,0.0,18.75715298057358
1.272864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
15.529604,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,16.634336366613702,12.712335877396221,14.930368501802272,17.034386382832476
20.683405,0,0,0,0,0,0,0,1,0,0,0,0,1,18.274062629653326,16.341734119780654,16.887634266014885,0.0,16.523560759066484
5.276546,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,15.189226136877306
2.061389,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,15.958458916883194,0.0,15.201804919084164
5.7279870000000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,17.54426990696193,16.11809565095832
18.97178,1,0,0,1,0,0,1,0,0,0,0,0,1,15.312778153923068,0.0,14.035562134045966,0.0,18.643824295266572
5.327787,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
5.411012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13.122363377404328
21.037699,0,0,0,0,0,0,0,0,0,0,0,1,0,17.024753656737573,0.0,13.998163726435664,19.732663653371826,17.50439001207821
9.803980000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,17.096008154388645,17.096008154388645,17.549204354561176,18.313095533272428,14.403297222866392
5.513522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.612920532973584,18.143366631306254,0.0
8.795941000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,17.745137697340773,0.0,0.0,0.0,0.0
1.325299,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,17.126053571358298,19.31703979708356,1.3862943611198906
6.465257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12.691580461311874
8.098964,0,1,1,0,0,0,0,1,0,0,0,0,0,12.838930929161775,0.0,0.0,18.99303327411831,14.731801289838428
13.471159,0,0,0,1,0,1,0,1,0,0,0,0,0,14.688990235115517,0.0,0.0,0.0,17.50439001207821
